Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg23155089,-0.312533634,-4.087441086,0.003924935,6,44698962,,IGR,shelf,IGR-shelf
cg25830660,-0.063874905,-4.086861774,0.003933635,3,197026096,DLG1,TSS1500,island,TSS1500-island
cg07418387,-0.365029462,-4.086813417,0.003933635,1,240375464,FMN2,Body,shelf,Body-shelf
cg02149189,0.3362428,4.086584302,0.003936584,6,29521138,,IGR,island,IGR-island
cg12926720,-0.079165958,-4.085604618,0.003952029,3,30647773,TGFBR2,TSS1500,shore,TSS1500-shore
cg01066270,-0.264875923,-4.085510939,0.003952733,5,74161556,FAM169A,5'UTR,island,5'UTR-island
cg06019853,-0.07110124,-4.084867361,0.003962617,8,95651895,ESRP1,TSS1500,shore,TSS1500-shore
cg12646786,-0.258744159,-4.084652248,0.003965035,1,178986264,,IGR,opensea,IGR-opensea
cg08980461,-0.204177992,-4.08461981,0.003965035,9,124413513,DAB2IP,Body,island,Body-island
cg05696092,-0.262736323,-4.084374679,0.003968276,19,50084283,PRRG2,TSS1500,shore,TSS1500-shore
cg15949830,-0.241599946,-4.083938031,0.003974727,17,72427637,GPRC5C,TSS200,island,TSS200-island
cg01384246,-0.392894975,-4.083734745,0.003977274,8,72893465,,IGR,opensea,IGR-opensea
cg22371859,-0.163840593,-4.083217484,0.003985093,3,9005479,RAD18,TSS1500,shore,TSS1500-shore
cg01385669,-0.341611983,-4.082458313,0.003997001,2,232230258,,IGR,opensea,IGR-opensea
cg19131476,-0.296524225,-4.082190189,0.004000654,11,64387923,NRXN2,Body,opensea,Body-opensea
cg03611487,-0.324279977,-4.08195863,0.004003694,11,19737237,LOC100126784,TSS1500,shore,TSS1500-shore
cg01388957,-0.025790609,-4.081740829,0.004006503,9,4679439,CDC37L1,TSS200,island,TSS200-island
cg14214856,-0.290866494,-4.080706563,0.004023133,10,36965362,,IGR,opensea,IGR-opensea
cg09978545,-0.017316597,-4.080639092,0.004023406,11,66035829,RAB1B,TSS1500,island,TSS1500-island
cg14337844,-0.231857687,-4.080414093,0.004026351,14,99740585,,IGR,island,IGR-island
cg12985235,0.234222817,4.080296008,0.004027283,19,4345965,MPND,Body,shore,Body-shore
cg25642955,-0.328071694,-4.080256443,0.004027283,5,33050111,,IGR,opensea,IGR-opensea
cg23282276,-0.022360944,-4.080183351,0.004027653,17,21117356,TMEM11,Body,island,Body-island
cg01603073,0.159305083,4.079909165,0.004031436,5,176101928,,IGR,opensea,IGR-opensea
cg15070507,-0.276932578,-4.079771023,0.004032912,18,45663129,,IGR,island,IGR-island
cg08699935,-0.288027346,-4.079536252,0.00403603,6,19805018,,IGR,island,IGR-island
cg26537248,-0.022403466,-4.07921695,0.004040589,12,56075465,METTL7B,1stExon,opensea,1stExon-opensea
cg03624415,-0.030760973,-4.078067163,0.004059327,15,64995499,OAZ2,TSS200,island,TSS200-island
cg01775921,0.178399726,4.07729721,0.004071631,6,30138213,TRIM15,Body,shore,Body-shore
cg22183049,0.352957743,4.0771428,0.004073399,5,139143972,,IGR,island,IGR-island
cg01711272,-0.049180207,-4.076985696,0.004075215,12,56122120,CD63,Body,island,Body-island
cg19690984,0.317897483,4.076852958,0.004076613,6,29521631,,IGR,island,IGR-island
cg23753021,-0.018344515,-4.076588711,0.004080198,10,89623142,PTEN,TSS200,island,TSS200-island
cg24404083,-0.022996354,-4.076541674,0.004080198,6,64283656,PTP4A1,5'UTR,island,5'UTR-island
cg20656751,0.160138616,4.075797624,0.004091986,4,2061512,NAT8L,1stExon,island,1stExon-island
cg00626702,0.277625728,4.075753896,0.004091986,4,1647016,FAM53A,Body,shore,Body-shore
cg17345569,-0.259231173,-4.075297126,0.004098977,6,42928274,GNMT,TSS1500,island,TSS1500-island
cg21058973,-0.394720392,-4.075028508,0.004102729,20,43029997,HNF4A,1stExon,opensea,1stExon-opensea
cg06854264,-0.280483474,-4.074962706,0.004102981,1,200861254,C1orf106,Body,shore,Body-shore
cg14904697,0.112928953,4.074904553,0.004103102,19,15509500,AKAP8L,Body,shelf,Body-shelf
cg16256414,-0.287212605,-4.074435119,0.00411033,2,189157351,GULP1,TSS200,island,TSS200-island
cg14317884,0.0793639,4.074283774,0.004112063,11,64627776,EHD1,Body,opensea,Body-opensea
cg06563451,-0.029227529,-4.074155307,0.0041134,8,61564681,,IGR,island,IGR-island
cg15666516,-0.024623189,-4.073268883,0.004127882,19,49999555,RPS11,TSS200,island,TSS200-island
cg18011672,0.331755898,4.072939909,0.004132709,2,190522601,,IGR,shelf,IGR-shelf
cg11037166,-0.069113383,-4.072604202,0.004137659,12,12503189,MANSC1,TSS200,island,TSS200-island
cg01523881,-0.340532967,-4.071568544,0.004154828,1,200985689,KIF21B,Body,opensea,Body-opensea
cg13331354,0.353809341,4.0714662,0.004155723,19,18539841,SSBP4,Body,island,Body-island
cg24567591,-0.227219492,-4.07115212,0.004160244,16,3931229,CREBBP,TSS1500,island,TSS1500-island
cg27005118,-0.292908196,-4.071061354,0.004160244,17,13972210,COX10,TSS1500,shore,TSS1500-shore
cg26686415,-0.207711008,-4.071054255,0.004160244,7,32996816,FKBP9,TSS200,island,TSS200-island
cg25898500,-0.025444873,-4.070395671,0.004170884,16,1877264,HAGH,TSS200,island,TSS200-island
cg10898024,-0.35293149,-4.070277663,0.004172057,2,40266366,,IGR,opensea,IGR-opensea
cg19085037,-0.22808368,-4.069777692,0.004179938,12,115106036,,IGR,shore,IGR-shore
cg22347642,-0.28421014,-4.068795767,0.004196325,8,41382951,,IGR,shelf,IGR-shelf
cg16997488,-0.272916859,-4.068406281,0.004202298,5,52083949,ITGA1,TSS200,island,TSS200-island
cg05345448,0.075884181,4.068322283,0.004202879,14,105688412,BRF1,Body,shelf,Body-shelf
cg18084798,-0.10156455,-4.067445935,0.00421748,19,33555255,RHPN2,Body,island,Body-island
cg00147160,-0.16269919,-4.067380973,0.004217727,1,26503991,CNKSR1,Body,opensea,Body-opensea
cg03934069,-0.24967936,-4.067188491,0.004220191,1,109420722,GPSM2,5'UTR,shore,5'UTR-shore
cg24533257,0.015705835,4.067139875,0.004220191,5,138940694,UBE2D2,TSS200,island,TSS200-island
cg07059875,-0.108040611,-4.066576762,0.00422928,2,47596073,EPCAM,TSS1500,shore,TSS1500-shore
cg14085840,-0.231798227,-4.066124082,0.004236422,19,40939429,,IGR,shore,IGR-shore
cg12422154,-0.25128544,-4.065470078,0.004247165,6,30130819,TRIM15,TSS200,opensea,TSS200-opensea
cg18062064,-0.238013096,-4.064979661,0.00425482,20,35504553,C20orf118,TSS200,opensea,TSS200-opensea
cg13235288,0.018642041,4.064939245,0.00425482,1,155293343,RUSC1,Body,island,Body-island
cg05415936,0.261494369,4.064820547,0.00425603,7,43665740,STK17A,3'UTR,opensea,3'UTR-opensea
cg15402210,0.205077228,4.064680855,0.00425673,2,63274857,LOC100132215,TSS200,island,TSS200-island
cg18463607,-0.336925737,-4.064679419,0.00425673,4,56718320,EXOC1,TSS1500,shore,TSS1500-shore
cg12748258,-0.185527357,-4.064362998,0.004261477,8,21988173,HR,1stExon,island,1stExon-island
cg18778433,-0.208789081,-4.064060077,0.004265988,11,12399176,PARVA,1stExon,island,1stExon-island
cg09241885,-0.311606006,-4.063774176,0.004270198,20,35504371,C20orf118,TSS200,opensea,TSS200-opensea
cg27318157,-0.162008784,-4.063438379,0.004274734,19,54982896,CDC42EP5,5'UTR,island,5'UTR-island
cg21626163,-0.1995719,-4.063409094,0.004274734,5,70882722,MCCC2,TSS1500,shore,TSS1500-shore
cg14639897,-0.428262313,-4.063368463,0.004274734,8,98881124,MATN2,TSS200,shore,TSS200-shore
cg14892118,-0.037109537,-4.063232324,0.004276264,1,156561431,APOA1BP,TSS200,shore,TSS200-shore
cg10858677,-0.315585045,-4.063076876,0.004278141,15,49356663,,IGR,opensea,IGR-opensea
cg13978325,-0.054389462,-4.062554367,0.004286618,9,137218288,RXRA,TSS200,shore,TSS200-shore
cg04833152,-0.036944979,-4.062349702,0.004289386,8,30891510,PURG,TSS1500,opensea,TSS1500-opensea
cg26864028,-0.240726873,-4.06169292,0.004300307,19,11494980,EPOR,1stExon,shore,1stExon-shore
cg21041764,-0.022463504,-4.061513588,0.004302626,15,49103369,CEP152,TSS200,island,TSS200-island
cg07388482,0.027603707,4.060515593,0.004319367,10,134558009,INPP5A,Body,shelf,Body-shelf
cg21828319,0.100479938,4.060486385,0.004319367,7,73645966,RFC2,3'UTR,opensea,3'UTR-opensea
cg02977157,-0.04619058,-4.060372351,0.004320511,20,13765764,C20orf7,Body,island,Body-island
cg04830316,-0.247721037,-4.05979653,0.004330037,1,203465361,OPTC,Body,opensea,Body-opensea
cg23798714,0.119234731,4.059704377,0.004330787,20,30950177,ASXL1,Body,shelf,Body-shelf
cg03168947,-0.220036453,-4.059221898,0.004338636,3,42201649,TRAK1,Body,opensea,Body-opensea
cg10580269,-0.177681039,-4.058617428,0.004348722,2,69056515,,IGR,opensea,IGR-opensea
cg05550612,-0.040945016,-4.058530068,0.004349388,16,74641310,GLG1,TSS1500,shore,TSS1500-shore
cg24095088,-0.062342177,-4.058119279,0.004355959,6,160210874,MRPL18,TSS1500,island,TSS1500-island
cg22092126,-0.382600196,-4.058053602,0.00435623,2,100371023,AFF3,Body,opensea,Body-opensea
cg12131620,-0.302594296,-4.057985063,0.004356554,19,3188985,NCLN,Body,shore,Body-shore
cg10858909,-0.070487891,-4.057694853,0.004359494,4,99850288,EIF4E,5'UTR,island,5'UTR-island
cg13160058,-0.273425237,-4.057685581,0.004359494,8,26243215,BNIP3L,Body,shelf,Body-shelf
cg12728020,-0.164181839,-4.057671847,0.004359494,1,114698322,,IGR,shore,IGR-shore
cg10850626,0.010250657,4.057333703,0.00436475,15,81292926,MESDC1,TSS1500,island,TSS1500-island
cg18932726,-0.207868763,-4.056588019,0.004377485,10,128594141,DOCK1,Body,island,Body-island
cg12897164,-0.32491846,-4.056297704,0.004381883,8,124529273,FBXO32,5'UTR,opensea,5'UTR-opensea
cg24710631,0.182540158,4.056114246,0.004382967,7,139577589,TBXAS1,Body,opensea,Body-opensea
cg14757738,-0.26126111,-4.056104759,0.004382967,2,20928037,C2orf43,Body,opensea,Body-opensea
cg06056415,-0.315317548,-4.056086465,0.004382967,5,174162510,,IGR,island,IGR-island
cg24093763,-0.14785904,-4.055827118,0.004386802,4,11431253,HS3ST1,TSS1500,island,TSS1500-island
cg01722304,0.078334183,4.055496887,0.004391944,2,97192669,,IGR,shore,IGR-shore
cg06473539,-0.061418708,-4.055417263,0.004392476,1,162039959,NOS1AP,5'UTR,island,5'UTR-island
cg08133476,0.12858156,4.054672445,0.004405272,13,114106419,ADPRHL1,Body,opensea,Body-opensea
cg24442290,-0.04860116,-4.054550098,0.004406595,20,42838850,C20orf111,5'UTR,shore,5'UTR-shore
cg05771511,-0.019804965,-4.054333077,0.004409667,15,63340396,TPM1,Body,island,Body-island
cg23222573,-0.01767866,-4.054254019,0.004410192,20,13765663,ESF1,TSS200,island,TSS200-island
cg19426277,0.079512357,4.053661955,0.004420207,7,1097382,C7orf50,Body,shore,Body-shore
cg17662083,-0.291128147,-4.053391484,0.004424279,19,36004632,DMKN,TSS200,opensea,TSS200-opensea
cg12922032,0.052520298,4.053326047,0.004424553,2,32582209,BIRC6,1stExon,island,1stExon-island
cg18470815,-0.173712811,-4.052943625,0.004430707,15,96900643,,IGR,island,IGR-island
cg17486314,-0.284133818,-4.052835682,0.004431771,6,90778227,BACH2,5'UTR,opensea,5'UTR-opensea
cg14809544,-0.044282768,-4.052246371,0.004441781,19,46366591,FOXA3,TSS1500,island,TSS1500-island
cg10830021,0.182063271,4.051935957,0.004446453,11,3815589,NUP98,5'UTR,shelf,5'UTR-shelf
cg21132420,-0.317581024,-4.05189414,0.004446453,22,50099606,,IGR,shore,IGR-shore
cg10099799,-0.354826532,-4.051234181,0.004456876,19,33794556,LOC80054,Body,island,Body-island
cg07281948,0.057963195,4.051233814,0.004456876,12,57601935,LRP1,Body,opensea,Body-opensea
cg22178798,0.303862064,4.051153743,0.004457426,15,96890626,,IGR,shore,IGR-shore
cg02020296,-0.173672624,-4.050956936,0.004460156,15,96900272,,IGR,island,IGR-island
cg04531566,-0.211793044,-4.05082443,0.004461687,5,150158394,C5orf62,1stExon,island,1stExon-island
cg13808848,0.263119193,4.050427207,0.004468167,2,236601407,AGAP1,Body,opensea,Body-opensea
cg18998138,-0.308474317,-4.049910773,0.00447689,2,189157241,GULP1,TSS200,island,TSS200-island
cg19198794,0.009878069,4.049329066,0.004486855,2,74757221,HTRA2,1stExon,island,1stExon-island
cg17460441,-0.238324176,-4.048715465,0.004497441,2,121199791,,IGR,island,IGR-island
cg20381985,-0.355246962,-4.047939583,0.004511113,12,54410662,HOXC4,5'UTR,shore,5'UTR-shore
cg22681001,-0.182570095,-4.047771711,0.004513329,11,29141663,,IGR,opensea,IGR-opensea
cg00762738,0.101820681,4.04760757,0.004515475,1,205780033,SLC41A1,5'UTR,shore,5'UTR-shore
cg21834061,0.355129862,4.04752925,0.004516,6,29521162,,IGR,island,IGR-island
cg15814717,0.224295826,4.046964513,0.004525726,6,29521228,,IGR,island,IGR-island
cg16277169,0.146206741,4.046730597,0.0045292,12,115112189,TBX3,Body,island,Body-island
cg11227637,-0.02100325,-4.046659318,0.004529593,4,103749288,UBE2D3,TSS200,island,TSS200-island
cg10089145,-0.027164434,-4.046449808,0.004532608,11,130030103,ST14,Body,island,Body-island
cg19938826,0.244664465,4.046302118,0.004534451,5,145218181,,IGR,shelf,IGR-shelf
cg16121444,-0.027321713,-4.046128148,0.004536794,1,169337314,BLZF1,1stExon,opensea,1stExon-opensea
cg07459121,0.140377264,4.046008415,0.004538109,5,1092793,SLC12A7,Body,shore,Body-shore
cg01114900,-0.051154462,-4.04584162,0.004540317,5,138088641,CTNNA1,TSS1500,shore,TSS1500-shore
cg22665692,-0.173366757,-4.045436221,0.004547063,10,128593943,DOCK1,TSS200,island,TSS200-island
cg24321467,-0.224839477,-4.045259385,0.004549467,19,7953431,LRRC8E,1stExon,island,1stExon-island
cg13936972,0.125357934,4.045204554,0.004549551,19,10221907,PPAN-P2RY11,Body,shore,Body-shore
cg18379495,-0.1597611,-4.044900889,0.004554086,8,37553668,ZNF703,1stExon,island,1stExon-island
cg14940636,-0.120378888,-4.044857743,0.004554086,12,56498092,PA2G4,TSS200,island,TSS200-island
cg03053687,-0.024195093,-4.044770363,0.004554086,5,177019044,TMED9,TSS200,shore,TSS200-shore
cg06818159,-0.325330858,-4.044764682,0.004554086,4,16628713,LDB2,Body,opensea,Body-opensea
cg02069738,-0.088762229,-4.04438281,0.004560402,2,15702002,NBAS,TSS1500,shore,TSS1500-shore
cg27495764,-0.029053262,-4.043102101,0.00458392,20,5093932,C20orf30,TSS200,island,TSS200-island
cg25986105,-0.243894572,-4.042879985,0.004587211,8,57232688,SDR16C5,5'UTR,island,5'UTR-island
cg16370856,-0.062889479,-4.042792558,0.004587922,5,56470520,GPBP1,5'UTR,island,5'UTR-island
cg12229172,-0.074814359,-4.042688329,0.004588955,4,140587147,MGST2,1stExon,opensea,1stExon-opensea
cg20677171,0.26314936,4.0424822,0.004591944,19,56608297,ZNF787,Body,shore,Body-shore
cg03270881,-0.174938117,-4.042309262,0.004594297,2,85131951,TMSB10,TSS1500,island,TSS1500-island
cg24599065,-0.287649884,-4.042221983,0.004595007,2,202093848,CASP10,3'UTR,opensea,3'UTR-opensea
cg24881834,-0.384272956,-4.041981996,0.004598246,6,84140997,ME1,TSS1500,island,TSS1500-island
cg07477009,-0.181668723,-4.041952711,0.004598246,13,96705395,UGGT2,Body,island,Body-island
cg13810766,-0.251253409,-4.041769052,0.004600809,7,151542452,PRKAG2,Body,opensea,Body-opensea
cg17339234,-0.055013327,-4.04126627,0.004609517,4,48018954,NIPAL1,Body,island,Body-island
cg16807061,-0.31243514,-4.041208474,0.004609661,17,2757748,RAP1GAP2,Body,island,Body-island
cg18256429,0.044762934,4.04092428,0.004614169,6,31632881,BAT4,5'UTR,island,5'UTR-island
cg06829584,-0.33303731,-4.040542118,0.004619907,10,75659483,,IGR,opensea,IGR-opensea
cg21046874,0.228740105,4.040526267,0.004619907,13,28500882,,IGR,shore,IGR-shore
cg02573357,-0.309979201,-4.040340486,0.004622291,1,203738799,LAX1,Body,opensea,Body-opensea
cg23787937,-0.363899579,-4.040302228,0.004622291,12,29303160,,IGR,shore,IGR-shore
cg22741735,0.332720086,4.039029301,0.004645959,5,139056804,CXXC5,5'UTR,island,5'UTR-island
cg13410877,-0.034177912,-4.038800523,0.004649381,18,55712976,NEDD4L,Body,shore,Body-shore
cg15601535,-0.033541988,-4.03875253,0.004649381,4,56212295,SRD5A3,TSS200,island,TSS200-island
cg08887961,-0.203722488,-4.038611967,0.004651135,10,62761027,RHOBTB1,Body,shore,Body-shore
cg27547132,-0.323114205,-4.03798912,0.00466227,16,5560894,,IGR,opensea,IGR-opensea
cg14115163,-0.02769648,-4.03729824,0.004674758,10,69835215,HERC4,TSS200,island,TSS200-island
cg01742357,-0.27964089,-4.036926906,0.004681029,2,173753732,RAPGEF4,Body,opensea,Body-opensea
cg00980058,-0.357134565,-4.036671548,0.00468504,1,233248709,PCNXL2,Body,opensea,Body-opensea
cg17196268,-0.317187004,-4.03617308,0.00469365,18,30354310,KLHL14,TSS1500,shelf,TSS1500-shelf
cg01189112,-0.277012584,-4.036118583,0.00469365,1,55446577,TMEM61,1stExon,island,1stExon-island
cg00300672,-0.300013634,-4.036081118,0.00469365,2,125077436,CNTNAP5,Body,opensea,Body-opensea
cg24397622,0.013128471,4.035965997,0.004694125,12,104359611,TDG,1stExon,island,1stExon-island
cg27488348,-0.220182974,-4.035956524,0.004694125,12,14720834,PLBD1,TSS200,island,TSS200-island
cg18321631,-0.023083037,-4.035817046,0.004695734,5,151138393,ATOX1,TSS200,island,TSS200-island
cg16193765,-0.027539937,-4.035774107,0.004695734,21,45527559,PWP2,Body,island,Body-island
cg08594218,0.293373261,4.03567406,0.00469642,17,46803008,HOXB13,3'UTR,island,3'UTR-island
cg02907402,-0.352109461,-4.035638855,0.00469642,6,30079425,TRIM31,Body,opensea,Body-opensea
cg02942644,-0.040131516,-4.035501915,0.004698122,3,119217190,C3orf1,TSS200,shore,TSS200-shore
cg08436942,0.041401084,4.035294317,0.004701211,4,4249992,TMEM128,TSS200,island,TSS200-island
cg21049397,-0.37255902,-4.034939422,0.004707195,12,25611175,,IGR,opensea,IGR-opensea
cg03610867,-0.188261664,-4.034471257,0.004715413,7,155602060,SHH,Body,island,Body-island
cg09308608,0.01708228,4.033914806,0.004725386,16,8962727,CARHSP1,5'UTR,island,5'UTR-island
cg08399733,-0.370450271,-4.03317508,0.004739,19,2278773,C19orf35,Body,island,Body-island
cg26702670,-0.387801081,-4.032942941,0.0047426,15,90456619,C15orf38,TSS1500,shore,TSS1500-shore
cg08369014,0.088155872,4.032765619,0.004745118,2,25809988,DTNB,Body,opensea,Body-opensea
cg01784859,-0.02294192,-4.030535987,0.004788441,1,160001849,PIGM,TSS200,island,TSS200-island
cg22202786,-0.174380401,-4.030311066,0.004791932,5,76383494,LOC728723,Body,shore,Body-shore
cg27377749,-0.155430673,-4.03008665,0.004795416,7,39605536,C7orf36,TSS1500,shore,TSS1500-shore
cg12613839,-0.219630572,-4.029839784,0.004798889,5,178741205,ADAMTS2,Body,opensea,Body-opensea
cg08836199,0.215559286,4.029812847,0.004798889,3,194469052,,IGR,opensea,IGR-opensea
cg21577889,-0.164742632,-4.02932656,0.004807623,1,60281077,HOOK1,Body,shore,Body-shore
cg22129276,-0.289542612,-4.028841214,0.004816353,2,169926103,DHRS9,5'UTR,opensea,5'UTR-opensea
cg14803350,-0.146285216,-4.028701524,0.004818153,5,159545855,PWWP2A,1stExon,island,1stExon-island
cg02656594,-0.373242369,-4.028049044,0.00482949,16,27412496,IL21R,TSS1500,opensea,TSS1500-opensea
cg01333131,-0.140442696,-4.028002147,0.00482949,14,103524584,CDC42BPB,TSS1500,shore,TSS1500-shore
cg08360274,-0.030202695,-4.02798745,0.00482949,22,28315683,PITPNB,TSS1500,island,TSS1500-island
cg04338890,-0.283294553,-4.027204782,0.004844255,16,57019755,,IGR,shelf,IGR-shelf
cg27205941,-0.110721885,-4.026052569,0.004866233,6,2245854,GMDS,TSS200,island,TSS200-island
cg07690098,-0.081224853,-4.026018047,0.004866233,19,35225507,ZNF181,5'UTR,shore,5'UTR-shore
cg08396985,0.412748479,4.025930788,0.004866989,2,5896489,,IGR,opensea,IGR-opensea
cg13731311,-0.289991877,-4.025655826,0.004871551,9,139634272,LCN10,Body,island,Body-island
cg19843036,-0.285308527,-4.025582086,0.004872033,4,159131516,TMEM144,5'UTR,island,5'UTR-island
cg04215703,-0.026891565,-4.025005242,0.004882735,10,102826625,,IGR,island,IGR-island
cg01509203,-0.081756874,-4.024742505,0.004887062,22,41864882,PHF5A,TSS200,island,TSS200-island
cg23684204,-0.189474098,-4.024119223,0.004898742,15,91497937,RCCD1,TSS200,shore,TSS200-shore
cg18455759,-0.034427882,-4.024054729,0.004899039,8,126443767,TRIB1,Body,shore,Body-shore
cg13591408,-0.353239335,-4.023876872,0.004901648,12,104920290,CHST11,Body,opensea,Body-opensea
cg22348752,0.030785332,4.023650074,0.004905259,1,32666112,CCDC28B,TSS200,shore,TSS200-shore
cg08768421,-0.293695399,-4.022999175,0.004917545,9,74764504,GDA,1stExon,island,1stExon-island
cg03520471,-0.315464129,-4.022331624,0.004929459,3,97753623,GABRR3,Body,opensea,Body-opensea
cg24008238,0.312166206,4.022317899,0.004929459,6,168366528,MLLT4,Body,opensea,Body-opensea
cg16710517,0.124781516,4.022250551,0.004929817,21,46391275,C21orf70,Body,shore,Body-shore
cg11032313,-0.069135341,-4.021651441,0.004941097,7,139476298,HIPK2,Body,shore,Body-shore
cg03048432,0.37654988,4.020829494,0.004956994,14,51290751,NIN,5'UTR,opensea,5'UTR-opensea
cg26778001,-0.27621329,-4.020162016,0.004969746,19,55142181,LILRB1,5'UTR,opensea,5'UTR-opensea
cg22702772,0.408354263,4.019972454,0.004972634,3,48699012,CELSR3,1stExon,island,1stExon-island
cg16253551,-0.02217046,-4.019837451,0.004974395,6,30685136,MDC1,1stExon,island,1stExon-island
cg11904869,-0.047448079,-4.019630256,0.004977651,10,99185540,PGAM1,TSS1500,shore,TSS1500-shore
cg14815183,-0.229482571,-4.019258752,0.004984314,6,30131613,TRIM15,1stExon,opensea,1stExon-opensea
cg08073591,-0.305343958,-4.019143078,0.004985679,4,77172841,FAM47E,TSS200,island,TSS200-island
cg04646674,0.272035118,4.018617637,0.004995549,19,13113482,NFIX,Body,island,Body-island
cg10438011,-0.090463792,-4.018129116,0.00500456,13,80915460,SPRY2,TSS1500,island,TSS1500-island
cg12991365,-0.221220937,-4.018084547,0.00500456,3,53880853,CHDH,TSS1500,shore,TSS1500-shore
cg06125903,0.204687698,4.017640619,0.005012225,20,57583328,CTSZ,TSS1500,shore,TSS1500-shore
cg03574000,-0.052166301,-4.017616808,0.005012225,4,103746999,UBE2D3,Body,shore,Body-shore
cg05045294,-0.01398322,-4.016976632,0.005024541,13,111214096,RAB20,TSS200,island,TSS200-island
cg01875106,-0.229160596,-4.016904476,0.005025008,11,132287342,OPCML,3'UTR,opensea,3'UTR-opensea
cg17574911,-0.311475746,-4.016747719,0.005026781,8,145726688,PPP1R16A,Body,island,Body-island
cg26510404,0.151934213,4.016720002,0.005026781,5,74657448,HMGCR,3'UTR,opensea,3'UTR-opensea
cg25185518,-0.120925269,-4.016435292,0.005031692,4,146403942,SMAD1,TSS200,island,TSS200-island
cg10122932,-0.032422308,-4.016179614,0.005035147,7,99698990,MCM7,1stExon,island,1stExon-island
cg15432711,-0.269207465,-4.016170643,0.005035147,11,63952213,STIP1,TSS1500,shore,TSS1500-shore
cg11941546,-0.140768563,-4.015694301,0.005044081,17,7165842,CLDN7,TSS200,island,TSS200-island
cg24268236,-0.05670288,-4.015635673,0.005044267,3,134204538,CEP63,TSS200,island,TSS200-island
cg20076468,0.323958088,4.015471839,0.005046659,13,113825781,PROZ,Body,opensea,Body-opensea
cg08115833,-0.206905739,-4.014937505,0.005056832,20,9048763,,IGR,shore,IGR-shore
cg03024714,0.014216515,4.014337443,0.005068407,1,29557626,MECR,TSS200,island,TSS200-island
cg13384949,-0.169873931,-4.014272155,0.005068735,1,2383501,,IGR,opensea,IGR-opensea
cg00218620,-0.320799085,-4.014150313,0.005070254,2,219866460,MIR375,TSS200,island,TSS200-island
cg26766005,-0.193353302,-4.014074931,0.005070332,2,171571941,SP5,5'UTR,island,5'UTR-island
cg24304093,0.39140658,4.014047231,0.005070332,11,14926738,,IGR,island,IGR-island
cg20001070,-0.388335717,-4.013310069,0.005084832,7,48131586,UPP1,5'UTR,shore,5'UTR-shore
cg14924620,-0.304156338,-4.013136266,0.005087172,10,50342114,FAM170B,TSS200,shore,TSS200-shore
cg24599189,-0.034279094,-4.013043192,0.005087172,1,100435433,SLC35A3,TSS200,island,TSS200-island
cg23489883,-0.198083025,-4.013027037,0.005087172,5,72416270,TMEM171,TSS200,island,TSS200-island
cg17465616,-0.161511986,-4.013000636,0.005087172,1,16544220,,IGR,island,IGR-island
cg05365532,-0.26334759,-4.012241424,0.005102185,19,55128350,LILRB1,TSS1500,opensea,TSS1500-opensea
cg10160068,-0.016325312,-4.01218009,0.005102433,5,76383150,LOC728723,Body,island,Body-island
cg04786142,-0.391379838,-4.012074518,0.005103618,1,234908381,,IGR,opensea,IGR-opensea
cg06826431,-0.053659326,-4.011845645,0.005107418,17,46125498,NFE2L1,TSS200,island,TSS200-island
cg24249583,-0.035250654,-4.011792824,0.005107486,10,111968599,MXI1,Body,island,Body-island
cg13549345,0.195940199,4.011497507,0.0051127,9,138904964,NACC2,Body,shore,Body-shore
cg03651680,-0.033911937,-4.011407438,0.005113559,2,46926842,SOCS5,5'UTR,island,5'UTR-island
cg04976075,-0.228032952,-4.011172687,0.005117491,10,1230850,ADARB2,Body,island,Body-island
cg20708173,-0.267376918,-4.010839095,0.005123529,4,7940426,AFAP1,5'UTR,shore,5'UTR-shore
cg01631764,-0.171636287,-4.010373603,0.005132382,19,460135,SHC2,Body,island,Body-island
cg09229947,-0.032730491,-4.010109143,0.005136962,4,153701185,ARFIP1,1stExon,island,1stExon-island
cg03452737,-0.36225384,-4.009989592,0.005138455,3,117385277,,IGR,opensea,IGR-opensea
cg18857951,-0.223468893,-4.009520243,0.005147415,14,94395516,FAM181A,3'UTR,opensea,3'UTR-opensea
cg07883696,0.249704666,4.009383861,0.005149271,15,41628806,NUSAP1,Body,shelf,Body-shelf
cg03142697,-0.23991693,-4.009315375,0.005149676,21,36258497,RUNX1,Body,shore,Body-shore
cg21749091,-0.094477016,-4.009116097,0.005152877,17,49338493,MBTD1,TSS1500,island,TSS1500-island
cg03863908,0.23641683,4.008960237,0.005154727,5,1123738,,IGR,opensea,IGR-opensea
cg08231348,-0.154098402,-4.008930541,0.005154727,1,60280488,HOOK1,TSS200,shore,TSS200-shore
cg00705142,-0.158759567,-4.008201564,0.005169281,3,110789788,PVRL3,TSS1500,shore,TSS1500-shore
cg07118796,-0.367508015,-4.00815182,0.005169286,3,126892022,,IGR,opensea,IGR-opensea
cg10678215,-0.315509488,-4.007908989,0.005173434,5,143191565,HMHB1,TSS200,opensea,TSS200-opensea
cg17397548,-0.30037691,-4.007282729,0.005185827,5,159246470,,IGR,opensea,IGR-opensea
cg02332073,-0.3446439,-4.007221399,0.005186082,7,130372419,TSGA13,TSS1500,opensea,TSS1500-opensea
cg04864538,-0.33764791,-4.006698818,0.00519627,7,158301178,PTPRN2,Body,shore,Body-shore
